dataset_key	title	doi	license	type	sub_type	hosting_organization_key	hosting_organization_title	hosting_country	publishing_organization_key	publishing_organization_title	publishing_country	endorsing_node_key	network_keys	project_identifier	occurrence_records_count	name_usages_count
0f243a11-1cef-442e-98be-a743ace6085f	Aquatic Insects from the Caatinga: checklists and diversity assessments of Ubajara (Ceará State) and Sete Cidades (Piauí State) National Parks, Northeastern Brazil	10.3897/bdj.4.e8354	CC_BY_4_0	CHECKLIST		1f27e074-e2c0-4cf2-9b78-731e9f789f00	Pensoft Publishers	BG	750a8724-fa66-4c27-b645-bd58ac5ee010	Biodiversity Data Journal	BG	7f48e0c8-5c96-49ec-b972-30748e339115			807	524
a34f4a4a-d0b1-4467-ac30-4c080def443c	On some new and old soft scale insects (Hemiptera: Coccomorpha: Coccidae) from Africa, with description of a new Coccus species and introduction of a new genus	10.11646/zootaxa.4612.3.4	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	8
1316e477-fcdc-4e56-91ac-034bc0b48c80	Kalanchoe × sogae (Crassulaceae subfam. Kalanchooideae) derived from Kalanchoe lateritia × K. sexangularis, with notes on the inheritance of hairiness and resistance against phytophagous insects in Kalanchoe hybrids	10.15468/uzypmf	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			2	7
76c0fd43-d2e1-49a4-a744-ab443358a3e0	Notes on the leaf insects of the genus Phyllium of Sumatra and Java, Indonesia, including the description of two new species with purple coxae (Phasmatodea, Phylliidae)	10.3897/zookeys.913.49044	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	12
c67a1f37-d363-40b7-88c1-79cc3b501572	Taxonomic study and population variation of scale insects (Hemiptera: Coccidae and Diaspididae) and associated parasitoids (Hymenoptera: Chalcidoidea) in an olive grove at Rio Grande do Sul, Brazil	10.5281/zenodo.3713466	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	4
36526979-9f6a-47c3-8ca8-b286b8899729	Tidlig oppdagelse og varsling av fremmede arter 2018	10.15468/q3abt7	CC_BY_4_0	OCCURRENCE	OBSERVATION	46fec380-8e1d-11dd-8679-b8a03c50a862	Norwegian Institute for Nature Research	NO	46fec380-8e1d-11dd-8679-b8a03c50a862	Norwegian Institute for Nature Research	NO	4f829580-180d-46a9-9c87-ed8ec959b545	379a0de5-f377-4661-9a30-33dd844e7b9a	Tidlig_oppdagelse	1260	
bb8def4d-7111-491a-9408-51f182806944	Biological diversity of Kaniv (Cherkasy region) and Rzhyshchiv city amalgamated territorieal community (CATC) (Kyiv region).	10.15468/aec3hd	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			447	
eb6e22aa-3844-45dc-a920-24a846ed8a57	Some records of beetles from the collection of the State Museum of Nature of V. N. Karazin Kharkiv National University	10.15468/fcguhb	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			2020	
3bc8450f-5fcf-44f0-8466-f81e1dd992ed	Name-bearing type specimens in the Canadian National Collection of Insects, Arachnids & Nematodes (CNC): Blattodea, Dermaptera, Notoptera, Mecoptera, Megaloptera, Myriapoda, Neuroptera, Odonata, Orthoptera, Phthiraptera, Pseudoscorpiones, Psocoptera, Raphidioptera & Siphonaptera	10.11646/zootaxa.4526.2.1	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	17
346a9b13-5c96-4793-bcd7-d6614950e726	NINA insect database	10.15468/cf4c2s	CC_BY_4_0	OCCURRENCE		46fec380-8e1d-11dd-8679-b8a03c50a862	Norwegian Institute for Nature Research	NO	46fec380-8e1d-11dd-8679-b8a03c50a862	Norwegian Institute for Nature Research	NO	4f829580-180d-46a9-9c87-ed8ec959b545	379a0de5-f377-4661-9a30-33dd844e7b9a		169722	
13f96dcf-038a-4366-bbb1-3a0f3959a33f	Lepidoptera fauna of the Hetman National Nature Park	10.15468/8hjwqd	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			673	
7cad31f6-9bbf-434c-a411-14cef4448ff0	Arumatia, a new genus of Diapheromerinae stick insects (Insecta, Phasmatodea) from Brazil, with the description of five new species and a reassessment of species misplaced in Australian genera	10.15468/due2dx	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	a064f300-1bc8-41ea-9364-b864ef4e8938	European Journal of Taxonomy	FR	da44cd31-5901-4687-a106-6d1c7734ee3a			76	29
562dbbf9-be20-4421-bda8-2ab2d49d7dfb	Lepidoptera fauna of the Desniansko-Starohutskyi National Nature Park	10.15468/u2zat7	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			302	
a614cf62-832a-44c4-a9b1-a9e494477425	Fauna of Lepidoptera of the Mykhailivska Tsilyna Nature Reserve	10.15468/qhra9u	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			443	
bda96dc3-956c-43cc-bf0d-3567f948866d	Observations Regelink Ecology and Landscape	10.15468/nknnj2	CC_BY_NC_4_0	OCCURRENCE	OBSERVATION	cace8d10-2646-11d8-a2da-b8a03c50a862	Netherlands Biodiversity Information Facility (NLBIF)	NL	815809f1-e6e6-44df-b3fd-b17a9d87eada	Regelink Ecology & Landscape	NL	0909d601-bda2-42df-9e63-a6d51847ebce			253808	
f519367d-6b9d-411c-b319-99424741e7de	Insect Species Occurrence Data from Multiple Projects Worldwide with Focus on Bees and Wasps in North America	10.15468/6autvb	CC0_1_0	SAMPLING_EVENT	SPECIMEN	c3ad790a-d426-4ac1-8e32-da61f81f0117	United States Geological Survey	US	c3ad790a-d426-4ac1-8e32-da61f81f0117	United States Geological Survey	US	8618c64a-93e0-4300-b546-7249e5148ed2		BIML	586307	
e2c06a4e-512d-436c-8d2f-3de317f32c69	Bhutan: Invertebrate species	10.15468/rjuepc	CC_BY_4_0	CHECKLIST	DERIVED_FROM_OCCURRENCE	fbca90e3-8aed-48b1-84e3-369afbd000ce	GBIF Secretariat	ZZ	dcf2223a-5eae-4977-904c-ebd1819c603d	National Biodiversity Centre	BT	7f48e0c8-5c96-49ec-b972-30748e339115		BIFA5_008	0	3935
95e3edac-01b1-4514-86b6-a779859da335	Pinworms (Nematoda: Thelastomatoidea) from Insects Collected in Mississippi, USA, with description of a new species of Protrellus Cobb, 1920 from the Cockroach Ischnoptera deropeltiformis Brunner von Wattenwyl, 1865 (Blattaria: Ectobiidae)	10.11646/zootaxa.4531.4.7	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	20
ea6ba28f-024d-4115-a4b0-6aa0c06521fd	Philippine mossy forest stick insects: first record of the genus Otraleus Günther, 1935 in the country, with four new species, and the new genus Capuyanus gen. nov. (Phasmida, Diapheromeridae, Necrosciinae)	10.5852/ejt.2017.265	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	a064f300-1bc8-41ea-9364-b864ef4e8938	European Journal of Taxonomy	FR	da44cd31-5901-4687-a106-6d1c7734ee3a			30	15
5ee79342-4297-4a26-ab31-cc2a48e6c2ba	Studies on Neotropical Phasmatodea XXIV: Andeocalynda n. gen., a new genus of Andean stick insects, with the descriptions of nine new species from Colombia and Ecuador (Phasmatodea: “ Anareolatae ”: Diapheromeridae: Diapheromerinae)	10.11646/zootaxa.4896.3.1	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	26
0c5caad0-c5e6-425b-8359-66f1e814cec1	A few problems in the generic nomenclature of insects and amphibians, with recommendations for the publication of new generic nomina in zootaxonomy and comments on taxonomic and nomenclatural databases and websites	10.11646/zootaxa.4237.1.1	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	6
2ccf651c-2974-4ac5-807c-dd43cb7de973	Records of Insecta species in Ukraine according to some literature and authorized Internet resources	10.15468/bkfd22	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			26705	
f506ae89-e503-414a-9e4c-fefee5b5a07b	NHMD Amber Collection	10.15468/sh5sry	CC_BY_4_0	OCCURRENCE		2e7df380-8356-4533-bcb3-5459e23c794e	Natural History Museum of Denmark	DK	2e7df380-8356-4533-bcb3-5459e23c794e	Natural History Museum of Denmark	DK	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	8e30b684-6a54-4aba-aa73-66201c2c736e;17abcf75-2f1e-46dd-bf75-a5b21dd02655		64831	
45c58913-d21a-463f-84c3-caa6f0886eaf	Addenda to the insects found in birds’ nests from the Neotropical Region and Neotropical immigrants in the Nearctic Region, with a discussion of the probable transmission mechanism of Ornithocoris toledoi (Hemiptera: Cimicidae)	10.5281/zenodo.211000	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	29
27e9e069-2862-4183-bcec-1e1a7f74d3e7	Waarnemingen.be - Other insect occurrences in Flanders and the Brussels Capital Region, Belgium	10.15468/vcaflk	CC0_1_0	OCCURRENCE	OBSERVATION	1cd669d0-80ea-11de-a9d0-f1765f95f18b	Research Institute for Nature and Forest (INBO)	BE	4d3ceea8-5699-439d-a899-decac9cbbdac	Natuurpunt	BE	fb11cfe1-ebc3-45af-9159-17d9fddbcdac			27273	
bd65ba8e-803f-4025-900d-c620a8c8ec9d	Insects found in birds’ nests from Argentina. Cyanoliseus patagonus (Vieillot, 1818) [Aves: Psittacidae], with the description of Cyanolicimex patagonicus, gen. n., sp. n., and a key to the genera of Haematosiphoninae (Hemiptera: Cimicidae)	10.5281/zenodo.200077	CC0_1_0	CHECKLIST		7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	7ce8aef0-9e92-11dc-8738-b8a03c50a862	Plazi.org taxonomic treatments database	CH	ffb07bec-2d10-492d-9c37-361fe0b79427			0	17
f367501d-f153-4a34-83ac-727a902c6c80	Dermaptera	10.15468/ejmxzy	CC_BY_NC_4_0	OCCURRENCE		5d5e5d82-076c-4e9a-b5b0-c88d1b691a6a	GBIF France	FR	8f9a6e03-a0ee-4a60-a08f-32463f36adeb	Musée des Confluences	FR	da44cd31-5901-4687-a106-6d1c7734ee3a			488	
5d1d9dc5-fca0-42bc-bf46-da5e98e6d9d2	Butterflies (Lepidoptera: Rhopalocera) of the Mykhailivska Tsilyna Nature Reserve (Sumy region, Ukraine)	10.15468/vzzdjz	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			133	
f7afff43-5d4c-40e1-b75d-51f550f02c71	Records of epifauna of freshwater invertebrates from Danube Delta region during 2007-2012	10.15468/75wv7p	CC_BY_4_0	SAMPLING_EVENT	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			3205	
575a1350-405a-4f5c-bf59-6c241fa30fb0	Records of macrozoobenthos organisms from Sasyk Lagoon during 2008-2017	10.15468/vacugm	CC_BY_4_0	SAMPLING_EVENT	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			2504	
b8827d23-dc43-4022-b52e-c1f6eda0a988	Occurrence data of Elateridae housed in the natural history museum collection in Nairobi, Kenya	10.15468/phzzxv	CC_BY_NC_4_0	OCCURRENCE		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	2a44d626-9f7a-4120-8a7a-4ab5ac15ff2a			3013	
79108e77-a8d7-4562-9427-d5d6c4d7decd	Occurrence of Buprestidae housed at the natural history museum collection in Nairobi, Kenya	10.15468/qbkxvf	CC_BY_NC_4_0	OCCURRENCE		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	2a44d626-9f7a-4120-8a7a-4ab5ac15ff2a			4280	
dfee93dc-bde0-4581-a023-2648e3e226fb	Pyralidae moths of protected areas of Ukraine	10.15468/vy6ca2	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			440	
6c435bf1-8eab-4787-909b-f8724eb8aa05	Records of Ukrainian Spider wasps (Hymenoptera: Pompilidae)	10.15468/4rxzvr	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			256	
f4cc78fc-686c-426b-b119-a1967fbf16f2	Findings of macrozoobenthos organisms in Chernobyl Exclusion Zone in summer 2021	10.15468/cn6c63	CC_BY_4_0	SAMPLING_EVENT		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115		2020.02/0264	198	
e4f1afcc-3475-4cbd-acd9-c30ee33235a8	Historical records of the beetles (Insecta, Coleoptera) from Ukraine	10.15468/mbwruv	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			0	
3b8eb92e-2967-42a7-9027-2351e6956813	Occurrence of invertebrates from all over Africa in natural history museum collection in Nairobi, Kenya	10.15468/pugvhn	CC0_1_0	OCCURRENCE		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	2a44d626-9f7a-4120-8a7a-4ab5ac15ff2a		70018 JRS-University of Florida -NMK	7238	
d082997a-e952-49a3-82ea-d05eb5e04a14	Records of Ukrainian Potter wasps, Pollen wasps and Sapygid wasp (Hymenoptera: Eumenidae, Vespidae, Masaridae, Sapygidae)	10.15468/c6wkv3	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			479	
942ca93d-19d8-4bfa-9407-fa3b8a91547e	Beetles from fifty families collected within coniferous forest of the Carpathian National Nature Park, Mykulychyn, Tatariv and Yablunytsia, Ivano-Frankivsk region, Ukraine	10.15468/dtvajp	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			1656	
e7cdddda-5144-4bda-a412-9f5615a978df	Lepidoptera fauna of the biological station “Vakalivshchyna” and some locations in the Sumy region of Ukraine	10.15468/2jk4qu	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			1568	
f6b60d99-e108-49c4-9f60-6a345ac1f689	Rove beetles in the fauna of Zakarpattia region of Ukraine according to doctoral thesis of Yuriy A. Bogdanov (1985)	10.15468/nvpygd	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			910	
db1b5f03-6054-47bb-80ee-0223f7ace053	Rove beetles (Coleoptera: Staphylinidae) of coniferous forest of the Carpathian National Nature Park, Mykulychyn, Tatariv and Yablunytsia, Ivano-Frankivsk region, Ukraine	10.15468/9tza27	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			2017	
053ebc25-170f-4995-893d-0d974f00dc02	Some data on the distribution in Ukraine of individual families of beetles (Coleoptera: Byrrhidae, Cerylonidae, Cleridae, Coccinellidae, Dermestidae, Latridiidae, Leiodidae, Melandryidae, Monotomidae, Oedemeridae, Sphindidae, Mycteridae) based on materials from the collection of the State Museum of Nature of V. N. Karazin Kharkiv National University	10.15468/g736ac	CC_BY_4_0	OCCURRENCE	SPECIMEN	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			4001	
fc1b2c73-040f-4556-87df-740db505d4e1	Butterfly Survey at A Rocha Kenya Conservation Centre	10.15468/vqb2zs	CC_BY_4_0	SAMPLING_EVENT		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	d8d6c888-92e7-4036-9808-fb3812be61e1	A Rocha Kenya	KE	7f48e0c8-5c96-49ec-b972-30748e339115		BID-AF2020-140-REG	25206	
b0049896-b026-49af-945d-1cb5da1f5423	Rove beetles (Coleoptera: Staphylinidae) of primeval beech forest of the Uholsko-Shyrokoluzhansky massif of the Carpathian Biosphere Reserve, Zakarpattia region, Ukraine	10.15468/88bwwg	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			0	
e62702fa-df66-4ff3-bc82-96d490008314	Occurrence of Invertebrates from Gede Ruins National Monument, Gede, Kilifi. Kenya	10.15468/s3r8bb	CC0_1_0	OCCURRENCE		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	2a44d626-9f7a-4120-8a7a-4ab5ac15ff2a			317	
d7b34b21-4ef7-49c0-940a-fad233654b5b	Typical bugs (Heteroptera) of the Desniansko-Starohutskyi National Nature Park and its vicinities (Seredyno-Budskyi district, Sumy region)	10.15468/4pabk3	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			987	
ef07024d-0d46-49f4-bf2d-2057339c1afb	Records of mantises (Mantodea) within steppe zone of Ukraine	10.15468/ayrvrq	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			581	
60ecbdb9-477d-4e18-bb43-65a56011cd46	A collection of invertebrates from the Arocha Dakatcha Nature Reserve and the surrounding area, 2019-2022	10.15468/yawuer	CC0_1_0	OCCURRENCE		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	2a44d626-9f7a-4120-8a7a-4ab5ac15ff2a		BID-AF2020-140-REG	1632	
99ea2e7c-49c4-414a-b730-0f1d174804d5	Records of flies from Syrphidae family in Western Ukraine	10.15468/8vkypu	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			2000	
2eafd266-2445-493e-91dc-d654cc908d0d	Records of Ukrainian apoid wasps (Hymenoptera: Crabronidae, Sphecidae)	10.15468/p8a5wx	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			3059	
0fee2c28-9135-49a1-8f49-e5da13c9fab5	List of Lepidoptera of the Kleshnia lake, Luhansk region	10.15468/bebczs	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115		09-12-2024	4057	
cf7d6c01-309b-4545-8319-3d53b1e8bfd0	Monarch Watch	10.15468/km9q2b	CC0_1_0	OCCURRENCE		c3ad790a-d426-4ac1-8e32-da61f81f0117	United States Geological Survey	US	c3ad790a-d426-4ac1-8e32-da61f81f0117	United States Geological Survey	US	8618c64a-93e0-4300-b546-7249e5148ed2			363582	
b394cf35-d6d1-4d9d-9d5b-693229207b02	Records of macrozoobenthos organisms in several water bodies of Ukraine during 2007-2021	10.15468/55u65q	CC_BY_4_0	OCCURRENCE		64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			844	
c4b401b9-3355-4939-9e9d-7e1fd5ddd986	A collection of invertebrates from within the A Rocha Conservation Centre grounds, Watamu, Kilifi, Kenya	10.15468/zh3vm4	CC0_1_0	OCCURRENCE		fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	fd515d3a-b237-42de-bba6-760008580da5	National Museums of Kenya	KE	2a44d626-9f7a-4120-8a7a-4ab5ac15ff2a		BID-AF2020-140-REG	548	
86800624-a24a-4ca0-bc02-6f628f31c328	Macroinvertebrate records from Central European streams	10.15468/qen9u7	CC_BY_NC_4_0	OCCURRENCE	SPECIMEN	fbca90e3-8aed-48b1-84e3-369afbd000ce	GBIF Secretariat	ZZ	f43b1aac-51b6-482a-aed2-47c397e6c6c6	Department of Hydrobiology, University of Pécs	HU	7f48e0c8-5c96-49ec-b972-30748e339115			1827	
b777c9dd-4e85-4314-9199-38a451d018ec	Annotated list of beetles (Insecta, Coleoptera) in an urban area of the Eastern Andes of Colombia	10.15468/7sfr2c	CC_BY_NC_4_0	METADATA	SPECIMEN	bb922300-7ddb-11de-a300-90ac77aa923f	ZooKeys	BG	03433ccd-5166-4730-94a9-e06ec25d1a72	Check List	BR	7f48e0c8-5c96-49ec-b972-30748e339115		UPTC SGI: 2588	0	
740b0948-40fd-4a7f-9320-b7fbb6828df7	Records of fauna of the territory of Pyriatyn National Nature Park	10.15468/hptjhb	CC_BY_4_0	OCCURRENCE	OBSERVATION	64795dcb-ad74-41b3-95e5-cc52ba754776	GBIF Norway	NO	ca2fd897-6108-4361-91f8-b39dc8d12d13	Ukrainian Nature Conservation Group (NGO)	UA	7f48e0c8-5c96-49ec-b972-30748e339115			13074	
c61f14e7-95fd-4785-8d08-3ea6507c162e	Colecção Entomológica do Museu de História Natural de Maputo	10.15468/j8ikhb	CC_BY_4_0	OCCURRENCE		7d77970a-28ba-43e3-9dc8-de37db3e1894	Herbarium LMA: Agricultural Research Institute of Mozambique	MZ	5e1f6688-3fda-49f1-89e3-f4e895a02f8f	Eduardo Mondlane University Natural History Museum	MZ	7f48e0c8-5c96-49ec-b972-30748e339115		BID-AF2017-0047-NAC	7967	
a684ca81-66f3-4d38-863e-463f79220f03	Northwestern European arthropod life histories and ecological traits	10.15468/75g5z9	CC_BY_NC_4_0	CHECKLIST		37e82b90-1e21-11de-ab90-f72009d2669b	Belgian Biodiversity Platform	BE	05c249d0-dfa0-11d8-b22e-b8a03c50a862	Ghent University	BE	fb11cfe1-ebc3-45af-9159-17d9fddbcdac			0	5115
